Config,m_SS1,m_SS2,m_arrivi,q_prob_U1,p_feedback,sojournTimeU1_vec:vector_Stima_Minimo_05perc,sojournTimeU1_vec:vector_Stima_Massimo_95perc,sojournTimeU2_vec:vector_Stima_Minimo_05perc,sojournTimeU2_vec:vector_Stima_Massimo_95perc
Config1,2.4,3.0,6.0,0.4,0.9,19.52621806489219,34147.141235074436,34872.688779422715,64861.39996674663
Config1,2.4,3.0,6.0,0.6,0.6,2.3265822572732087,51.115018042932384,4.739881192460791,535.4899243446755
Config1,2.4,3.0,6.0,0.6,0.8,179.02735171736913,3600.76086370236,51034.43782324635,62502.746279947336
Config1,2.4,3.0,6.0,0.6,0.9,1837.9239579170708,45825.46916271967,,
Config1,2.4,3.0,6.0,0.8,0.6,2.2949370278409758,66.33405461458777,3.29250648284608,392.1940399204787
Config1,2.4,3.0,6.0,0.8,0.8,2826.5990927286443,30093.32389349807,,
Config1,2.4,3.0,6.0,0.8,0.9,4097.099628150627,50061.4608147322,,
Config1,2.4,4.0,4.0,0.4,0.6,2.60242940532399,52.30155674242144,10421.580104229435,43510.874575956
Config1,2.4,4.0,4.0,0.4,0.8,140.7443231613306,3005.5066617904395,50807.14964263041,70308.04576024096
Config1,2.4,4.0,4.0,0.4,0.9,1754.4828685273935,45695.334117985796,,
Config1,2.4,4.0,4.0,0.6,0.6,3.0934776639812425,82.78185241216441,15517.062850215085,49924.41634439369
Config1,2.4,4.0,4.0,0.6,0.8,3959.589146032143,35786.09318300321,,
Config1,2.4,4.0,4.0,0.6,0.9,5161.776548892619,51461.54952259698,,
Config1,2.4,4.0,4.0,0.8,0.6,192.1643737771846,2056.054874498366,47421.74534765322,61229.616851629726
Config1,2.4,4.0,4.0,0.8,0.8,6939.2240851714505,44959.05496706936,,
Config1,2.4,4.0,4.0,0.8,0.9,7907.870905027978,54370.790807919366,,
Config1,2.4,4.0,5.0,0.4,0.6,2.5043033062027265,47.37577279760057,3708.162243329827,23890.914268419052
Config1,2.4,4.0,5.0,0.4,0.8,4.351142499148289,303.020356652774,22698.95539990498,59299.071136333485
